year,season,fishery,area,t
2006,2,19,6,1374.95
2007,2,19,6,730.932
2008,2,19,6,248.846
2009,2,19,6,0
2010,2,19,6,0
2011,2,19,6,144.25
2012,2,19,6,620.952
2013,2,19,6,131.973
2014,2,19,6,0
2015,2,19,6,0
2016,2,19,6,62.654
2017,2,19,6,191.461
2018,2,19,6,175.35
2019,2,19,6,309.46
2020,2,19,6,251.8
2021,2,19,6,424.84
2022,2,19,6,462.33
2023,2,19,6,146.95
2024,2,19,6,146.95
1972,2,20,6,0
1973,2,20,6,11.688
1974,2,20,6,0
1975,2,20,6,0
1976,2,20,6,343.872
1977,2,20,6,131.439
1978,2,20,6,553.21
1979,2,20,6,0
1980,2,20,6,0
1981,2,20,6,137.013
1982,2,20,6,640.87
1983,2,20,6,219.703
1984,2,20,6,1746
1985,2,20,6,7144.56
1986,2,20,6,778.793
1987,2,20,6,1831.47
1988,2,20,6,1813.16
1989,2,20,6,17083.1
1990,2,20,6,19135.8
1991,2,20,6,18185.7
1992,2,20,6,10710.2
1993,2,20,6,6692.61
1994,2,20,6,6687
1995,2,20,6,19036.9
1996,2,20,6,18297.2
1997,2,20,6,9411.95
1998,2,20,6,20359.2
1999,2,20,6,10053.7
2000,2,20,6,18206.5
2001,2,20,6,6852.47
2002,2,20,6,8085.43
2003,2,20,6,14454.5
2004,2,20,6,16088.1
2005,2,20,6,17758.8
2006,2,20,6,55237.3
2007,2,20,6,23397.2
2008,2,20,6,39385.5
2009,2,20,6,40265.6
2010,2,20,6,12977.6
2011,2,20,6,32795.1
2012,2,20,6,26516.5
2013,2,20,6,18017.8
2014,2,20,6,8284.06
2015,2,20,6,10052.4
2016,2,20,6,6654.67
2017,2,20,6,11405.3
2018,2,20,6,7591.84
2019,2,20,6,5816.06
2020,2,20,6,14740.5
2021,2,20,6,8899.06
2022,2,20,6,21748.9
2023,2,20,6,12435
2024,2,20,6,17398.7
1972,2,21,6,0
1973,2,21,6,17.42
1974,2,21,6,0
1975,2,21,6,68.56
1976,2,21,6,0
1977,2,21,6,0
1978,2,21,6,14.892
1979,2,21,6,0
1980,2,21,6,0
1981,2,21,6,2.503
1982,2,21,6,231.58
1983,2,21,6,2845.76
1984,2,21,6,396.746
1985,2,21,6,2701.61
1986,2,21,6,14.77
1987,2,21,6,307.165
1988,2,21,6,318.804
1989,2,21,6,10775.3
1990,2,21,6,8317.98
1991,2,21,6,13716.8
1992,2,21,6,2356.02
1993,2,21,6,2805.62
1994,2,21,6,3095.88
1995,2,21,6,14196.3
1996,2,21,6,19161.6
1997,2,21,6,1672.71
1998,2,21,6,13601.1
1999,2,21,6,3309.5
2000,2,21,6,19786.9
2001,2,21,6,1510.95
2002,2,21,6,7869.15
2003,2,21,6,20598.2
2004,2,21,6,5377.79
2005,2,21,6,5887.1
2006,2,21,6,26299
2007,2,21,6,15022.7
2008,2,21,6,33107.9
2009,2,21,6,17463.9
2010,2,21,6,28145.6
2011,2,21,6,32381.2
2012,2,21,6,22033.9
2013,2,21,6,25636.3
2014,2,21,6,22125.2
2015,2,21,6,11921.8
2016,2,21,6,25139.7
2017,2,21,6,21373.6
2018,2,21,6,37398.3
2019,2,21,6,36647.7
2020,2,21,6,28054.2
2021,2,21,6,6413.04
2022,2,21,6,59968.7
2023,2,21,6,25838.7
2024,2,21,6,77924.9
1972,2,22,6,0
1973,2,22,6,0
1974,2,22,6,0
1975,2,22,6,0
1976,2,22,6,0
1977,2,22,6,0
1978,2,22,6,0
1979,2,22,6,0
1980,2,22,6,0
1981,2,22,6,0
1982,2,22,6,0
1983,2,22,6,0
1984,2,22,6,0
1985,2,22,6,0
1986,2,22,6,0
1987,2,22,6,0
1988,2,22,6,0
1989,2,22,6,0
1990,2,22,6,0
1991,2,22,6,0
1992,2,22,6,0
1993,2,22,6,0
1994,2,22,6,0
1995,2,22,6,0
1996,2,22,6,0
1997,2,22,6,0
1998,2,22,6,0
1999,2,22,6,0
2000,2,22,6,0
2001,2,22,6,0
2002,2,22,6,0
2003,2,22,6,0
2004,2,22,6,0
2005,2,22,6,0
2006,2,22,6,0
2007,2,22,6,0
2008,2,22,6,0
2009,2,22,6,0
2010,2,22,6,0
2011,2,22,6,0
2012,2,22,6,0
2013,2,22,6,0
2014,2,22,6,0
2015,2,22,6,0
2016,2,22,6,0
2017,2,22,6,0
2018,2,22,6,0
2019,2,22,6,0
2020,2,22,6,0
2021,2,22,6,0
2022,2,22,6,0
2023,2,22,6,0
2024,2,22,6,0
1972,2,23,4,1443.5
1973,2,23,4,258.7
1974,2,23,4,485
1975,2,23,4,8534.4
1976,2,23,4,744.8
1977,2,23,4,13646
1978,2,23,4,10535.4
1979,2,23,4,5906.4
1980,2,23,4,2500.9
1981,2,23,4,8677.2
1982,2,23,4,2403.2
1983,2,23,4,10449.4
1984,2,23,4,3636.3
1985,2,23,4,8945
1986,2,23,4,3737
1987,2,23,4,22434.9
1988,2,23,4,7385.6
1989,2,23,4,2528.8
1990,2,23,4,12436.2
1991,2,23,4,1091.4
1992,2,23,4,5244.1
1993,2,23,4,4126.2
1994,2,23,4,12091.3
1995,2,23,4,1989.3
1996,2,23,4,8793.3
1997,2,23,4,5786.3
1998,2,23,4,21256.9
1999,2,23,4,1378.8
2000,2,23,4,10072.7
2001,2,23,4,9502.8
2002,2,23,4,10123.1
2003,2,23,4,10893.3
2004,2,23,4,580.8
2005,2,23,4,2642.3
2006,2,23,4,4240.2
2007,2,23,4,6019.8
2008,2,23,4,74.9
2009,2,23,4,3913.2
2010,2,23,4,4059.6
2011,2,23,4,210.4
2012,2,23,4,3476.7
2013,2,23,4,14.1
2014,2,23,4,4094.6
2015,2,23,4,4138.2
2016,2,23,4,6494.5
2017,2,23,4,3189.9
2018,2,23,4,679.1
2019,2,23,4,4311.6
2020,2,23,4,1477.5
2021,2,23,4,786.5
2022,2,23,4,1518.3
2023,2,23,4,649.2
2024,2,23,4,741.7
1972,2,24,4,0
1973,2,24,4,0
1974,2,24,4,0
1975,2,24,4,0
1976,2,24,4,0
1977,2,24,4,0
1978,2,24,4,0
1979,2,24,4,0
1980,2,24,4,0
1981,2,24,4,0
1982,2,24,4,0
1983,2,24,4,0
1984,2,24,4,0
1985,2,24,4,0
1986,2,24,4,0
1987,2,24,4,0
1988,2,24,4,0
1989,2,24,4,0
1990,2,24,4,0
1991,2,24,4,0
1992,2,24,4,0
1993,2,24,4,0
1994,2,24,4,0
1995,2,24,4,0
1996,2,24,4,0
1997,2,24,4,0
1998,2,24,4,0
1999,2,24,4,0
2000,2,24,4,0
2001,2,24,4,0
2002,2,24,4,0
2003,2,24,4,0
2004,2,24,4,0
2005,2,24,4,0
2006,2,24,4,0
2007,2,24,4,0
2008,2,24,4,0
2009,2,24,4,0
2010,2,24,4,0
2011,2,24,4,0
2012,2,24,4,0
2013,2,24,4,0
2014,2,24,4,0
2015,2,24,4,0
2016,2,24,4,0
2017,2,24,4,0
2018,2,24,4,0
2019,2,24,4,0
2020,2,24,4,0
2021,2,24,4,0
2022,2,24,4,0
2023,2,24,4,0
2024,2,24,4,0
1972,2,25,7,6501.2
1973,2,25,7,3234.5
1974,2,25,7,10579.4
1975,2,25,7,3655.5
1976,2,25,7,10631.2
1977,2,25,7,15157.3
1978,2,25,7,12699
1979,2,25,7,5707.2
1980,2,25,7,4940.9
1981,2,25,7,4282.25
1982,2,25,7,6775.74
1983,2,25,7,7676.18
1984,2,25,7,15581
1985,2,25,7,4352.95
1986,2,25,7,11707.6
1987,2,25,7,955.93
1988,2,25,7,17703.5
1989,2,25,7,20847
1990,2,25,7,352.17
1991,2,25,7,971.05
1992,2,25,7,409.81
1993,2,25,7,2386.49
1994,2,25,7,970.19
1995,2,25,7,7820.11
1996,2,25,7,34.59
1997,2,25,7,1564.29
1998,2,25,7,854.02
1999,2,25,7,6954.8
2000,2,25,7,669.029
2001,2,25,7,958.564
2002,2,25,7,537
2003,2,25,7,4898.91
2004,2,25,7,417.8
2005,2,25,7,484.046
2006,2,25,7,1462.2
2007,2,25,7,673.477
2008,2,25,7,3665.33
2009,2,25,7,1788.3
2010,2,25,7,1137
2011,2,25,7,6763.1
2012,2,25,7,92
2013,2,25,7,2341.6
2014,2,25,7,282
2015,2,25,7,282.9
2016,2,25,7,664.3
2017,2,25,7,0
2018,2,25,7,56
2019,2,25,7,0
2020,2,25,7,56
2021,2,25,7,851.7
2022,2,25,7,200.4
2023,2,25,7,0
2024,2,25,7,2847
1972,2,26,7,0
1973,2,26,7,7.664
1974,2,26,7,0
1975,2,26,7,116.962
1976,2,26,7,520.326
1977,2,26,7,1352.33
1978,2,26,7,168.529
1979,2,26,7,516.287
1980,2,26,7,3344.4
1981,2,26,7,9633.52
1982,2,26,7,19557.3
1983,2,26,7,10277.5
1984,2,26,7,19816.9
1985,2,26,7,21800.6
1986,2,26,7,25759.6
1987,2,26,7,30459
1988,2,26,7,38858.4
1989,2,26,7,17603.6
1990,2,26,7,45818.1
1991,2,26,7,24294.4
1992,2,26,7,56924.5
1993,2,26,7,32208.7
1994,2,26,7,47177.8
1995,2,26,7,36349.9
1996,2,26,7,28161.4
1997,2,26,7,37377.8
1998,2,26,7,41862.4
1999,2,26,7,64223.7
2000,2,26,7,55920.6
2001,2,26,7,23729.1
2002,2,26,7,51891.5
2003,2,26,7,23845.5
2004,2,26,7,70931.4
2005,2,26,7,55711.5
2006,2,26,7,86601
2007,2,26,7,76023.4
2008,2,26,7,80109.1
2009,2,26,7,116620
2010,2,26,7,64282.2
2011,2,26,7,135845
2012,2,26,7,87211.8
2013,2,26,7,89045.5
2014,2,26,7,71288.6
2015,2,26,7,21850
2016,2,26,7,115681
2017,2,26,7,59532.7
2018,2,26,7,74329.7
2019,2,26,7,31415.9
2020,2,26,7,89451.4
2021,2,26,7,107173
2022,2,26,7,115386
2023,2,26,7,25868.2
2024,2,26,7,48025.8
1972,2,27,7,0
1973,2,27,7,0
1974,2,27,7,0
1975,2,27,7,37.046
1976,2,27,7,0
1977,2,27,7,607.939
1978,2,27,7,86.464
1979,2,27,7,29.062
1980,2,27,7,1094.05
1981,2,27,7,748.615
1982,2,27,7,3411.76
1983,2,27,7,7179.25
1984,2,27,7,17194.2
1985,2,27,7,7139.17
1986,2,27,7,17619.3
1987,2,27,7,14210.7
1988,2,27,7,25515.4
1989,2,27,7,12289.2
1990,2,27,7,11374.3
1991,2,27,7,28358.5
1992,2,27,7,38803.5
1993,2,27,7,32174.1
1994,2,27,7,38022.6
1995,2,27,7,38216.2
1996,2,27,7,31190.3
1997,2,27,7,15988.1
1998,2,27,7,58024.3
1999,2,27,7,25881.5
2000,2,27,7,54858.7
2001,2,27,7,64494.9
2002,2,27,7,38249.6
2003,2,27,7,71266.1
2004,2,27,7,36444.9
2005,2,27,7,88454.4
2006,2,27,7,62736.3
2007,2,27,7,66406.4
2008,2,27,7,67818.9
2009,2,27,7,73183.8
2010,2,27,7,118511
2011,2,27,7,49684.7
2012,2,27,7,73383.9
2013,2,27,7,154616
2014,2,27,7,83606.1
2015,2,27,7,63168.2
2016,2,27,7,86656.5
2017,2,27,7,51824.1
2018,2,27,7,145967
2019,2,27,7,61121.9
2020,2,27,7,67411.1
2021,2,27,7,37148.7
2022,2,27,7,83835.3
2023,2,27,7,52278.6
2024,2,27,7,190626
1972,2,28,7,0
1973,2,28,7,0
1974,2,28,7,0
1975,2,28,7,0
1976,2,28,7,0
1977,2,28,7,0
1978,2,28,7,0
1979,2,28,7,0
1980,2,28,7,0
1981,2,28,7,0
1982,2,28,7,0
1983,2,28,7,0
1984,2,28,7,0
1985,2,28,7,0
1986,2,28,7,0
1987,2,28,7,0
1988,2,28,7,0
1989,2,28,7,0
1990,2,28,7,0
1991,2,28,7,0
1992,2,28,7,0
1993,2,28,7,0
1994,2,28,7,0
1995,2,28,7,0
1996,2,28,7,0
1997,2,28,7,0
1998,2,28,7,0
1999,2,28,7,0
2000,2,28,7,0
2001,2,28,7,0
2002,2,28,7,0
2003,2,28,7,0
2004,2,28,7,0
2005,2,28,7,0
2006,2,28,7,0
2007,2,28,7,0
2008,2,28,7,0
2009,2,28,7,0
2010,2,28,7,0
2011,2,28,7,0
2012,2,28,7,0
2013,2,28,7,0
2014,2,28,7,0
2015,2,28,7,0
2016,2,28,7,0
2017,2,28,7,0
2018,2,28,7,0
2019,2,28,7,0
2020,2,28,7,0
2021,2,28,7,0
2022,2,28,7,0
2023,2,28,7,0
2024,2,28,7,0
1972,2,29,8,475
1973,2,29,8,0
1974,2,29,8,7148.7
1975,2,29,8,380.1
1976,2,29,8,1331.28
1977,2,29,8,1138.8
1978,2,29,8,2922.81
1979,2,29,8,2772.65
1980,2,29,8,15993.4
1981,2,29,8,13993.9
1982,2,29,8,14138.2
1983,2,29,8,4411.69
1984,2,29,8,7701.89
1985,2,29,8,2676.91
1986,2,29,8,8294.15
1987,2,29,8,1110.68
1988,2,29,8,2635.12
1989,2,29,8,4098.09
1990,2,29,8,724.782
1991,2,29,8,2474.41
1992,2,29,8,2672.93
1993,2,29,8,2885.37
1994,2,29,8,942.305
1995,2,29,8,4934.93
1996,2,29,8,1467.13
1997,2,29,8,2357.23
1998,2,29,8,65.011
1999,2,29,8,4317.79
2000,2,29,8,81.74
2001,2,29,8,63.15
2002,2,29,8,182.512
2003,2,29,8,0
2004,2,29,8,2272.6
2005,2,29,8,1546
2006,2,29,8,1088
2007,2,29,8,18
2008,2,29,8,0
2009,2,29,8,157.503
2010,2,29,8,0
2011,2,29,8,87
2012,2,29,8,0
2013,2,29,8,282.623
2014,2,29,8,89
2015,2,29,8,43.9
2016,2,29,8,0
2017,2,29,8,0
2018,2,29,8,20
2019,2,29,8,0
2020,2,29,8,165
2021,2,29,8,887.2
2022,2,29,8,0
2023,2,29,8,0
2024,2,29,8,0
1972,2,30,8,0
1973,2,30,8,0
1974,2,30,8,0
1975,2,30,8,0
1976,2,30,8,0
1977,2,30,8,0
1978,2,30,8,0
1979,2,30,8,0
1980,2,30,8,0
1981,2,30,8,138.142
1982,2,30,8,639.41
1983,2,30,8,18699.9
1984,2,30,8,454.33
1985,2,30,8,223.573
1986,2,30,8,396.741
1987,2,30,8,3884.54
1988,2,30,8,488.225
1989,2,30,8,0
1990,2,30,8,523.492
1991,2,30,8,152.727
1992,2,30,8,11001.3
1993,2,30,8,6178.12
1994,2,30,8,1102.58
1995,2,30,8,5.318
1996,2,30,8,5659.65
1997,2,30,8,32075.5
1998,2,30,8,26643.3
1999,2,30,8,34250
2000,2,30,8,23695.2
2001,2,30,8,32504.6
2002,2,30,8,39281.7
2003,2,30,8,5537.65
2004,2,30,8,28889.4
2005,2,30,8,13632.6
2006,2,30,8,9542.54
2007,2,30,8,20812.1
2008,2,30,8,29082.2
2009,2,30,8,46868.8
2010,2,30,8,17254.5
2011,2,30,8,71949.9
2012,2,30,8,91519.2
2013,2,30,8,38089.8
2014,2,30,8,106307
2015,2,30,8,172543
2016,2,30,8,83976.5
2017,2,30,8,64354.1
2018,2,30,8,68951.2
2019,2,30,8,158783
2020,2,30,8,92441.9
2021,2,30,8,119440
2022,2,30,8,83707.1
2023,2,30,8,38475.5
2024,2,30,8,31801.1
1972,2,31,8,0
1973,2,31,8,0
1974,2,31,8,0
1975,2,31,8,0
1976,2,31,8,0
1977,2,31,8,0
1978,2,31,8,0
1979,2,31,8,0
1980,2,31,8,0
1981,2,31,8,0
1982,2,31,8,13.302
1983,2,31,8,2588.27
1984,2,31,8,97.959
1985,2,31,8,238.104
1986,2,31,8,4267.56
1987,2,31,8,2046.95
1988,2,31,8,430.678
1989,2,31,8,0
1990,2,31,8,8010.71
1991,2,31,8,13390.5
1992,2,31,8,42284.6
1993,2,31,8,22657.2
1994,2,31,8,25318.3
1995,2,31,8,0
1996,2,31,8,20434.1
1997,2,31,8,18517.6
1998,2,31,8,10759.6
1999,2,31,8,1508.78
2000,2,31,8,2570.25
2001,2,31,8,58357.4
2002,2,31,8,36523.6
2003,2,31,8,12.992
2004,2,31,8,7122.77
2005,2,31,8,39157.9
2006,2,31,8,981.449
2007,2,31,8,13222.2
2008,2,31,8,21409.6
2009,2,31,8,13057.2
2010,2,31,8,18209.7
2011,2,31,8,473.971
2012,2,31,8,43423.7
2013,2,31,8,19620.2
2014,2,31,8,92222.7
2015,2,31,8,61077.1
2016,2,31,8,20939.1
2017,2,31,8,54255.6
2018,2,31,8,18065.5
2019,2,31,8,129067
2020,2,31,8,21015.8
2021,2,31,8,55109.3
2022,2,31,8,12925.1
2023,2,31,8,78546.5
2024,2,31,8,23253.3
1972,2,32,8,0
1973,2,32,8,0
1974,2,32,8,0
1975,2,32,8,0
1976,2,32,8,0
1977,2,32,8,0
1978,2,32,8,0
1979,2,32,8,0
1980,2,32,8,0
1981,2,32,8,0
1982,2,32,8,0
1983,2,32,8,0
1984,2,32,8,0
1985,2,32,8,0
1986,2,32,8,0
1987,2,32,8,0
1988,2,32,8,0
1989,2,32,8,0
1990,2,32,8,0
1991,2,32,8,0
1992,2,32,8,0
1993,2,32,8,0
1994,2,32,8,0
1995,2,32,8,0
1996,2,32,8,0
1997,2,32,8,0
1998,2,32,8,0
1999,2,32,8,0
2000,2,32,8,0
2001,2,32,8,0
2002,2,32,8,0
2003,2,32,8,0
2004,2,32,8,0
2005,2,32,8,0
2006,2,32,8,0
2007,2,32,8,0
2008,2,32,8,0
2009,2,32,8,0
2010,2,32,8,0
2011,2,32,8,0
2012,2,32,8,0
2013,2,32,8,0
2014,2,32,8,0
2015,2,32,8,0
2016,2,32,8,0
2017,2,32,8,0
2018,2,32,8,0
2019,2,32,8,0
2020,2,32,8,0
2021,2,32,8,0
2022,2,32,8,0
2023,2,32,8,0
2024,2,32,8,0
1972,2,33,1,8.57638e-06
1973,2,33,1,4.28258e-06
1974,2,33,1,3.91865e-06
1975,2,33,1,3.98875e-06
1976,2,33,1,5.77097e-06
1977,2,33,1,4.73159e-06
1978,2,33,1,5.53605e-06
1979,2,33,1,4.60571e-06
1980,2,33,1,4.31275e-06
1981,2,33,1,2.99407e-06
1982,2,33,1,4.54479e-06
1983,2,33,1,4.40684e-06
1984,2,33,1,4.11671e-06
1985,2,33,1,2.55347e-06
1986,2,33,1,5.15082e-06
1987,2,33,1,4.57735e-06
1988,2,33,1,4.61445e-06
1989,2,33,1,3.27745e-06
1990,2,33,1,3.38164e-06
1991,2,33,1,2.86696e-06
1992,2,33,1,1.94558e-06
1993,2,33,1,2.4516e-06
1994,2,33,1,3.56467e-06
1995,2,33,1,5.48877e-06
1996,2,33,1,1.89387e-06
1997,2,33,1,2.949e-06
1998,2,33,1,2.9066e-06
1999,2,33,1,2.15734e-06
2000,2,33,1,3.04871e-06
2001,2,33,1,1.4511e-06
2002,2,33,1,1.47069e-06
2003,2,33,1,1.4642e-06
2004,2,33,1,1.05183e-06
2005,2,33,1,1.81773e-06
2006,2,33,1,1.46704e-06
2007,2,33,1,1.17697e-06
2008,2,33,1,1.8376e-06
2009,2,33,1,9.71951e-07
2010,2,33,1,1.43233e-06
2011,2,33,1,1.24969e-06
2012,2,33,1,8.50495e-07
2013,2,33,1,1.25889e-06
2014,2,33,1,1.25468e-06
2015,2,33,1,1.01093e-06
2016,2,33,1,1.12564e-06
2017,2,33,1,1.29627e-06
2018,2,33,1,1.58506e-06
2019,2,33,1,1.31671e-06
2020,2,33,1,7.41431e-07
2021,2,33,1,1.27146e-06
2022,2,33,1,6.58565e-07
2023,2,33,1,1.40283e-06
2024,2,33,1,0
1972,2,34,2,5.70942e-06
1973,2,34,2,4.9626e-06
1974,2,34,2,6.80874e-06
1975,2,34,2,5.35112e-06
1976,2,34,2,7.23345e-06
1977,2,34,2,3.89277e-06
1978,2,34,2,5.38593e-06
1979,2,34,2,7.84114e-06
1980,2,34,2,3.93921e-06
1981,2,34,2,2.56784e-06
1982,2,34,2,3.46457e-06
1983,2,34,2,4.74138e-06
1984,2,34,2,7.7666e-06
1985,2,34,2,3.54327e-06
1986,2,34,2,5.01303e-06
1987,2,34,2,4.06748e-06
1988,2,34,2,5.23394e-06
1989,2,34,2,3.51093e-06
1990,2,34,2,3.54765e-06
1991,2,34,2,4.54329e-06
1992,2,34,2,2.58548e-06
1993,2,34,2,4.12365e-06
1994,2,34,2,3.4043e-06
1995,2,34,2,5.05401e-06
1996,2,34,2,3.29137e-06
1997,2,34,2,3.55683e-06
1998,2,34,2,4.23953e-06
1999,2,34,2,4.00167e-06
2000,2,34,2,5.04184e-06
2001,2,34,2,2.45604e-06
2002,2,34,2,2.39597e-06
2003,2,34,2,2.66644e-06
2004,2,34,2,1.9805e-06
2005,2,34,2,2.65963e-06
2006,2,34,2,2.49258e-06
2007,2,34,2,2.29263e-06
2008,2,34,2,2.52984e-06
2009,2,34,2,1.33556e-06
2010,2,34,2,2.4939e-06
2011,2,34,2,2.44547e-06
2012,2,34,2,1.87551e-06
2013,2,34,2,2.72655e-06
2014,2,34,2,1.75927e-06
2015,2,34,2,1.52014e-06
2016,2,34,2,1.60668e-06
2017,2,34,2,2.01159e-06
2018,2,34,2,2.46886e-06
2019,2,34,2,2.71737e-06
2020,2,34,2,1.16127e-06
2021,2,34,2,2.67935e-06
2022,2,34,2,1.18667e-06
2023,2,34,2,2.4212e-06
2024,2,34,2,0
1972,2,35,3,3.76419e-05
1973,2,35,3,3.91205e-05
1974,2,35,3,6.01539e-05
1975,2,35,3,3.91693e-05
1976,2,35,3,4.80632e-05
1977,2,35,3,3.72996e-05
1978,2,35,3,4.07019e-05
1979,2,35,3,4.24333e-05
1980,2,35,3,3.8736e-05
1981,2,35,3,2.78421e-05
1982,2,35,3,3.08268e-05
1983,2,35,3,3.6826e-05
1984,2,35,3,3.80999e-05
1985,2,35,3,3.17809e-05
1986,2,35,3,3.34862e-05
1987,2,35,3,2.82693e-05
1988,2,35,3,3.05673e-05
1989,2,35,3,3.84216e-05
1990,2,35,3,1.99065e-05
1991,2,35,3,2.0843e-05
1992,2,35,3,1.96046e-05
1993,2,35,3,2.05407e-05
1994,2,35,3,2.17559e-05
1995,2,35,3,2.00047e-05
1996,2,35,3,1.85016e-05
1997,2,35,3,2.30811e-05
1998,2,35,3,2.44172e-05
1999,2,35,3,2.42674e-05
2000,2,35,3,2.89236e-05
2001,2,35,3,2.13699e-05
2002,2,35,3,2.74295e-05
2003,2,35,3,2.56013e-05
2004,2,35,3,2.09494e-05
2005,2,35,3,2.50543e-05
2006,2,35,3,2.17258e-05
2007,2,35,3,2.06413e-05
2008,2,35,3,1.78935e-05
2009,2,35,3,1.60027e-05
2010,2,35,3,1.70496e-05
2011,2,35,3,1.60629e-05
2012,2,35,3,1.36524e-05
2013,2,35,3,2.02158e-05
2014,2,35,3,1.72942e-05
2015,2,35,3,1.34973e-05
2016,2,35,3,1.14617e-05
2017,2,35,3,1.0903e-05
2018,2,35,3,1.48611e-05
2019,2,35,3,1.44537e-05
2020,2,35,3,9.64268e-06
2021,2,35,3,1.48322e-05
2022,2,35,3,1.29755e-05
2023,2,35,3,1.67607e-05
2024,2,35,3,0
1972,2,36,4,0.000148477
1973,2,36,4,0.000160896
1974,2,36,4,0.000176256
1975,2,36,4,0.000137296
1976,2,36,4,0.000128427
1977,2,36,4,0.000127187
1978,2,36,4,0.000168396
1979,2,36,4,0.000131988
1980,2,36,4,0.00011323
1981,2,36,4,8.98349e-05
1982,2,36,4,8.22117e-05
1983,2,36,4,0.000112487
1984,2,36,4,0.000129831
1985,2,36,4,0.000130719
1986,2,36,4,0.000126236
1987,2,36,4,0.000122351
1988,2,36,4,0.000122324
1989,2,36,4,0.000122913
1990,2,36,4,8.18487e-05
1991,2,36,4,9.17202e-05
1992,2,36,4,8.5894e-05
1993,2,36,4,9.16962e-05
1994,2,36,4,8.35377e-05
1995,2,36,4,8.85533e-05
1996,2,36,4,0.000118504
1997,2,36,4,9.39752e-05
1998,2,36,4,0.000116103
1999,2,36,4,0.000139249
2000,2,36,4,8.94416e-05
2001,2,36,4,8.8266e-05
2002,2,36,4,8.43081e-05
2003,2,36,4,9.52167e-05
2004,2,36,4,8.31281e-05
2005,2,36,4,9.22104e-05
2006,2,36,4,0.000110676
2007,2,36,4,9.22643e-05
2008,2,36,4,7.7642e-05
2009,2,36,4,5.57313e-05
2010,2,36,4,8.74665e-05
2011,2,36,4,8.16986e-05
2012,2,36,4,6.54391e-05
2013,2,36,4,0.000117827
2014,2,36,4,8.12178e-05
2015,2,36,4,6.52942e-05
2016,2,36,4,5.68743e-05
2017,2,36,4,5.09174e-05
2018,2,36,4,6.24802e-05
2019,2,36,4,0.000106093
2020,2,36,4,6.58826e-05
2021,2,36,4,0.000115916
2022,2,36,4,6.63379e-05
2023,2,36,4,0.0001031
2024,2,36,4,0
1972,2,37,5,0
1973,2,37,5,0
1974,2,37,5,0
1975,2,37,5,0
1976,2,37,5,0
1977,2,37,5,0
1978,2,37,5,0
1979,2,37,5,0
1980,2,37,5,0
1981,2,37,5,0
1982,2,37,5,0
1983,2,37,5,0
1984,2,37,5,0
1985,2,37,5,0
1986,2,37,5,0
1987,2,37,5,0
1988,2,37,5,0
1989,2,37,5,0
1990,2,37,5,0
1991,2,37,5,0
1992,2,37,5,0
1993,2,37,5,0
1994,2,37,5,0
1995,2,37,5,0
1996,2,37,5,0
1997,2,37,5,0
1998,2,37,5,0
1999,2,37,5,0
2000,2,37,5,0
2001,2,37,5,0
2002,2,37,5,0
2003,2,37,5,0
2004,2,37,5,0
2005,2,37,5,0.000110087
2006,2,37,5,0.00010267
2007,2,37,5,9.0591e-05
2008,2,37,5,8.20206e-05
2009,2,37,5,0.000103881
2010,2,37,5,7.90746e-05
2011,2,37,5,6.85243e-05
2012,2,37,5,6.00471e-05
2013,2,37,5,8.72817e-05
2014,2,37,5,9.13452e-05
2015,2,37,5,5.60838e-05
2016,2,37,5,4.52971e-05
2017,2,37,5,3.91142e-05
2018,2,37,5,3.33615e-05
2019,2,37,5,3.21755e-05
2020,2,37,5,3.6079e-05
2021,2,37,5,2.41692e-05
2022,2,37,5,2.46827e-05
2023,2,37,5,3.10112e-05
2024,2,37,5,3.4059e-05
1972,2,38,7,0.000122156
1973,2,38,7,0.00011368
1974,2,38,7,0.000122187
1975,2,38,7,7.71819e-05
1976,2,38,7,0.000100362
1977,2,38,7,9.92972e-05
1978,2,38,7,0.000109498
1979,2,38,7,9.26293e-05
1980,2,38,7,9.80936e-05
1981,2,38,7,7.44166e-05
1982,2,38,7,8.49065e-05
1983,2,38,7,9.47209e-05
1984,2,38,7,0.000106619
1985,2,38,7,8.6556e-05
1986,2,38,7,9.9574e-05
1987,2,38,7,7.82532e-05
1988,2,38,7,0.000109694
1989,2,38,7,7.01048e-05
1990,2,38,7,3.8744e-05
1991,2,38,7,3.9754e-05
1992,2,38,7,4.07695e-05
1993,2,38,7,4.27586e-05
1994,2,38,7,5.52808e-05
1995,2,38,7,5.44288e-05
1996,2,38,7,4.55499e-05
1997,2,38,7,5.42884e-05
1998,2,38,7,4.527e-05
1999,2,38,7,5.69121e-05
2000,2,38,7,4.64935e-05
2001,2,38,7,4.48465e-05
2002,2,38,7,4.44432e-05
2003,2,38,7,4.57198e-05
2004,2,38,7,3.82408e-05
2005,2,38,7,4.60664e-05
2006,2,38,7,5.48132e-05
2007,2,38,7,6.83176e-05
2008,2,38,7,5.96873e-05
2009,2,38,7,3.73933e-05
2010,2,38,7,0
2011,2,38,7,0
2012,2,38,7,0
2013,2,38,7,0
2014,2,38,7,0
2015,2,38,7,0
2016,2,38,7,0
2017,2,38,7,0
2018,2,38,7,0
2019,2,38,7,0
2020,2,38,7,0
2021,2,38,7,0
2022,2,38,7,0
2023,2,38,7,0
2024,2,38,7,0
1972,2,39,8,0
1973,2,39,8,0
1974,2,39,8,0
1975,2,39,8,0.00287132
